label,mfcc_mean_0,mfcc_std_0,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,mfcc_mean_14,mfcc_std_14,mfcc_mean_15,mfcc_std_15,mfcc_mean_16,mfcc_std_16,mfcc_mean_17,mfcc_std_17,mfcc_mean_18,mfcc_std_18,mfcc_mean_19,mfcc_std_19
Pathology,-618.9978445396174,61.244394595637374,188.0730028557114,30.424723510219412,-39.679572921565466,36.12784439652712,-60.99834091700219,23.772844367124925,-19.975049415376457,11.037468090845843,-7.0938512549751955,15.548640343013092,-17.307418376656535,15.292699467877322,-15.076409274043279,7.285668374503365,-10.527271926103028,6.58890145738567,-11.944093722109672,5.8326194717734,1.1981297179643653,6.776554975645277,3.1987429078169143,7.927216946794518,-1.6092564387708355,8.433692484956552,-3.572457946941575,6.072406124791755,-6.715303627950465,3.977955680312949,-7.783252663303173,3.9865277632091685,-12.38059917096336,4.642871803516287,-13.89630521188373,5.852574427961125,-13.077660277680518,6.149952325184912,-11.16110292630489,5.315426080517972
Pathology,-572.8553311299416,69.63337536842421,200.26503984055546,43.92766964169215,-3.8449927604943004,33.230293852080486,-55.226386921386315,31.913603172692536,-12.46994122103568,9.976593631382254,-4.224223524945949,13.716896477002706,-19.069873935859412,17.635712384663115,-13.781195394158958,8.649256987295662,-6.663508450793957,5.540146183956436,-6.7239160036361145,6.475704618258947,-1.9923647368153818,6.221682098393393,0.5412764663147034,9.4474678635855,-3.9861778526692313,8.734998691298463,-7.7175998179936,6.875430714429223,-9.279777720568957,4.830268811130621,-12.478753541597147,4.221759233942802,-15.123364996497935,4.648928371723097,-15.853888495989196,5.508175937798073,-15.77399626071886,5.810246046835077,-13.490296850986253,4.897763561813506
Pathology,-601.8269230351513,51.37091959074613,239.7161649845579,31.94884938651929,-30.61439555098897,16.563758953035638,-31.380639447565983,9.723995327050485,-16.222613886018387,8.65846663141889,3.476183236233698,12.312020107930328,-19.854513673771365,12.21563377551761,-19.325617962186822,4.984347185245778,-21.015213906110912,4.901239337252188,-23.974945997234876,5.94055635312231,-7.302572262593296,4.466185338934608,-19.499848297664418,5.180479384588588,-17.15057303586894,2.7171993102497582,-13.369414898624342,2.284625308730084,-11.89230805219622,3.2179928874674304,-13.095335107953161,4.225460061917145,-12.07065977282223,3.248865421341318,-9.39351066566085,2.3056929831013724,-15.15645497501025,4.136294921384276,-10.290326364947484,2.554517552097192
Pathology,-654.8073651611741,54.70331167743479,204.8904978549743,31.754730242650517,-67.44526854228153,25.256843394136215,-33.99949403627096,21.077086240677403,-31.673601898335242,13.551188580201524,9.128042236959692,12.838460208675695,-35.856496467676536,11.102791552571432,-22.950429568652996,5.773404868790575,-19.423610981721726,2.87586401220984,-19.622660974436798,6.708157088883678,-3.223314923080312,3.5550515590107463,-13.19301066014266,3.630555890057931,-12.065842707483606,3.563789529834317,-21.055819857204998,4.019698745496851,-11.99270740380136,6.402352379492834,-17.777620177583447,5.10525575299134,-17.21656800674265,3.7250419321413553,-14.474760921153365,2.7275681367308486,-13.118537550478642,2.912565094062799,-9.546072430194508,3.499146021888306
Pathology,-564.252943037301,23.066093929125067,244.8832662612646,14.798038899207356,-90.41533225431851,11.243873209645056,-41.95500991432133,5.3354433816079005,-27.89937206222502,4.786864036839134,-20.382332531315214,12.555637146187747,-38.50883000113844,12.836935183979042,-16.735342709473795,9.910350846386953,-20.126013351027712,8.095538694180384,-25.007846263934965,3.7630529608926904,-8.407081873599079,3.4892180986405505,-19.711975639809296,3.9627269404446515,-14.546491302376895,2.4499290467607806,-19.40020911203884,3.697032968970186,-13.4690826576548,2.707884524656606,-14.14002756765108,3.836050482500565,-13.478978961910887,3.9089855104128537,-8.872131415890712,2.636112733335482,-11.002890052031502,3.464384066345396,-8.282119663480755,2.584599877245778
Normal,-632.4783693704435,24.701700790002292,220.5708608519973,19.94924079039656,-10.948435941037465,9.981255554974904,-0.6924246587601613,8.92263591188036,4.039848029952667,10.580744807269783,-0.06898285453097945,12.99098651446887,-33.86742028182691,11.231508473726842,-28.454260836210548,9.864729866636184,-18.542948465109514,8.535010095561132,-22.119982532912697,6.509687667581568,-8.177079708721832,3.5808080796964714,-14.743646201492284,3.890183034933541,-9.880982078052927,2.544495106874524,-6.745525517883346,3.8186971006112533,-5.80011069031842,3.083927266287148,-5.211596042518793,3.772184478845555,-5.263695636900659,4.651881732279252,-2.179487577498935,3.4314485513122923,-7.285607717489745,2.518586401384003,-4.862585529332662,3.843287559001254
Pathology,-279.6033858454701,32.859526827489105,231.25249529816801,18.671524701388805,-52.26143974520449,26.545494481140942,-35.836505222713974,19.113159412801455,-19.051741243653957,7.625445980685861,13.617442363562336,9.967927579964611,-26.23126485157108,10.334406488467959,-14.143128207689928,7.550364279390125,-9.772670989298792,7.293574862040638,-20.46109591928594,6.724167900909891,-4.562059332704482,4.307771827484105,-9.627258100374647,5.097545017752222,-11.820596118997786,3.992085242087394,-20.80546829578627,3.907807671480121,-10.205572841585424,4.142117685663432,-13.382628211657698,3.7744288903512593,-16.761318862730135,3.367164623226776,-11.638789561496099,3.2058499761998336,-10.054946715763384,3.679283819756356,-8.405293762669876,2.692549739527483
Pathology,-610.7397897439103,44.96954960734678,236.33447283316346,23.13988301914285,-34.59533974554411,23.031121866885282,-27.843983840971518,17.09960886684004,-9.901309759338693,6.723727877976793,12.860939751893643,7.204890517176088,-23.246583265589052,5.724715405610868,-18.788339294712646,5.058769141938151,-9.293584630257946,5.627506269385536,-12.910941251418052,6.537344316154933,0.5792737424349791,3.252997160047962,-11.454788728276604,4.213810761193719,-15.32180905683402,3.128510958510754,-21.286562525890997,2.777625559221871,-15.808346081901442,6.3869242703884295,-15.53921605218463,4.215854922711158,-18.436490863824954,2.9513843202505226,-14.580148062658695,2.22014255642452,-14.807858763299329,2.618973971985266,-8.32973840181393,3.0570940132781512
Pathology,-639.5952136214111,42.981449666889425,210.6606941802139,27.39079895986213,-23.667862104818735,13.068887805194109,-20.854810923270083,10.469303773490434,6.3067497293408294,7.196310221917605,24.519534919360094,10.715118392668046,-14.105300405284392,11.910119608778524,-25.542186594480803,5.872987291419,-17.193822218764762,3.892913432358311,-18.183430587458858,4.943775334192294,-7.5097614952640654,3.502533585196973,-14.932570210525235,3.3940157405285287,-13.374353222726068,2.9461329371736684,-15.430867180358009,2.6118906332007388,-15.107033660566994,2.9983408403956626,-12.602241974551363,3.2032353032445187,-13.821113981053085,3.146828461422239,-12.073187166206704,2.9231611669877955,-15.431874742085823,3.0114691439660604,-11.030485351335644,2.749220007297852
Pathology,-283.3923544591435,35.39565796001147,228.3060126174986,25.943103165647884,-72.82982892339426,13.407680489083342,-33.263959936360976,16.238425414321163,-14.141279533156533,14.157068205385567,16.336642512851785,11.014194373959652,-16.440171719731293,6.591194856022339,-2.485370535650684,5.188814911356537,-5.629570532743119,4.868100321671012,-12.762411710382603,4.820661936232224,0.3894431578016625,3.931503809228769,-11.4744080608749,3.5040723958114772,-10.220893104619472,3.2237935981550536,-18.986176616146228,4.377180880326637,-14.36719848557384,6.295310323563965,-17.455797291202195,4.382559143648566,-15.921735561625288,3.3341761391272886,-11.97481004535762,3.3938355533083926,-10.947250325392135,3.319139177585566,-7.934385713818078,3.9985080609214054
Pathology,-609.9873722700444,22.16564124055609,211.17371500546574,17.32621491189051,-21.259887809524823,6.90598839964666,-27.23946802962926,8.700818129606711,18.65221571559517,7.169487211636502,13.627225614747644,5.539473793998893,-15.15501800316716,5.796848541250913,-13.201622874283172,4.114361861817219,-7.44099542638707,4.297575616892624,-15.099961342874417,5.72730571871564,-8.602663589047527,4.61496200916463,-12.014905253315666,3.1401991248028476,-16.502219620994552,3.06678348864971,-12.346195807878674,3.9322180220254617,-12.762540671951221,3.922615831833654,-14.81690775701774,2.594921428041652,-15.921203045369417,2.8022239206606403,-13.078617332268996,2.6284229478330525,-11.377940752802758,2.1117857821795893,-9.547631313007953,2.8556586048717807
Pathology,-237.22680784068112,45.30695298477652,226.48766209376447,24.138114972578126,-35.493482794282336,28.9040815526341,-29.005843093566607,20.645564489390775,3.941929975628112,10.567091123116311,-19.611159486560933,8.594940036423521,-19.085217989053145,9.822430657444277,-5.504287620750767,6.6354645645541295,-13.18481232812645,6.244976278781264,-14.962866537381615,5.793108887232519,-5.6807965315688875,5.737357020176143,-6.265161803583244,7.142809201050691,-5.114348462192356,7.882165811273127,-7.041419156497581,5.950529833186891,-13.33979830255387,4.18428091971332,-10.54579619592535,3.313451411235696,-12.721230880263157,3.7888211331195354,-16.472373806756668,5.003077086546957,-12.505341736884844,5.103168070217156,-11.957698411500473,4.325955008979604
Normal,-685.4230402865188,49.52365952766658,208.65719052460628,38.119070294925436,-19.351420334345317,10.362754818463587,-4.620046698256244,15.46183591818977,-28.24498080404752,9.872725625268947,19.592539870340005,7.68633487005813,-19.472579241564336,7.244186021699596,-12.772302351426374,3.9980843145400287,-8.868234451344868,4.560797720914771,-8.163518100618985,3.3923043471864065,-5.608607863114034,3.0153703615999747,-21.640524570313087,3.090945081012479,-14.343020608631296,3.162695024949594,-20.141734135897046,3.83561184559531,-14.061075150014752,3.8298796390909855,-17.773126026926153,2.532672376750435,-15.04327702936919,1.9102842535552558,-13.449502752332549,2.3326043466636115,-9.99443920856334,3.050067987803152,-7.2051511971329925,3.15431387943998
Pathology,-586.8371505520886,43.36193020306159,248.88158395317208,27.36186965095372,-31.864549571456294,15.541598654632887,-29.23096670701324,10.524694901870578,-0.6989666837152796,8.949304796182194,14.647784018864614,10.327402365673654,-14.395144277773928,10.029007593297148,-18.5949333346823,5.577583500477528,-14.147391829233536,5.6895983381473965,-17.09434130820682,5.451515112022763,-9.022610542275237,5.0853182209312955,-18.916376370852404,5.6470728332570514,-14.146485881202809,3.7334654696401715,-11.091914232131897,2.936435712237424,-9.70438102748799,3.0121234448178202,-8.785084168660093,3.0728631834197935,-9.432036543437373,3.9595473387248257,-7.180909629421193,3.5225655139884124,-10.894562448955915,3.1034917508273208,-7.646790229858389,2.8513492876434983
Pathology,-618.4644562283185,28.567618624881028,228.66722751024383,21.59143267257336,-52.04610625740397,15.352632123072956,-9.759443574242134,11.834414709885106,0.7184674511869823,9.860744690002011,12.568382744414409,14.2567060824336,-31.771960558255632,10.740532581883405,-16.448021957264935,9.964345225868929,-7.230133057334676,8.93399034256693,-12.882571256010186,6.0881138007271725,-8.4695386694144,5.212340261147448,-23.694539282069755,5.073403332286088,-13.544592935438631,4.38241177988147,-10.774886212797155,3.2411635646331614,-3.466665234759434,3.0252425157078795,-8.804448718078993,4.495541581365978,-8.138764210258067,4.463205628391188,-4.166999568896034,3.5827717249685445,-6.3325561740202705,4.8264134431596375,-3.6718970723612183,4.677977783712218
Pathology,-652.6063139500015,77.01252443043914,205.43391189563647,46.658829171390266,3.0327978887716127,29.87474337093022,-13.105770795680117,28.609126579959383,-5.539007356246438,13.25401078765071,10.211015103375253,16.538210266616343,-12.020848248790625,19.45485642737474,-15.212671300400476,9.45218383590836,-5.275146878186255,3.95339570870079,-9.200577665541001,7.547759976950662,-2.6888749500555287,4.095334630697563,-11.704956357473291,4.885597503458097,-13.658837994058686,2.5437256126588643,-13.477030870023421,3.205651550577484,-13.075193543768606,7.020218195705877,-12.793448923379557,4.849496308425103,-15.69182944483973,2.5873061936051194,-9.4318866303804,3.414856627630615,-7.524467198477679,3.43189850837354,-5.091182314657885,4.593313643553075
Pathology,-278.5882594265509,46.737887928168455,215.927308094415,33.17052488502003,-7.2964842436687185,15.31296350703598,-22.252363406737942,16.54276677702806,-14.688165318075233,11.295696045253631,1.653279046486996,9.558747331509975,-20.40851326794808,12.99078218940398,-19.631665233029437,7.194781243731977,-10.668600560587901,6.016590298973988,-17.266203319132146,5.644101214908147,-6.974376385954638,6.397914320317877,-10.453946328371158,7.958265969136746,-10.368009599197118,7.402345850193608,-15.165076684458834,7.32272763046612,-15.986686439807583,6.509028579306062,-15.289238479144629,4.398304253244636,-19.840826072775368,4.139909461773117,-16.779535899032012,5.475131428379797,-17.192291873486504,5.80754049218941,-13.09740481648795,4.624651657869563
Pathology,-551.2195275293753,82.05873163625526,235.17046040310964,41.56069606996394,-65.86850624202441,45.08562592368113,-66.59472192993185,28.778319961114896,0.4024534115338736,8.638103770241768,15.522193300273184,9.994281732953715,-4.628584136169021,7.961558083369815,-5.86209354689047,6.7718686801556585,-9.88133932844924,3.68250047426843,-18.680205286442334,5.261601004993361,-5.243191173417133,5.560565869165662,-10.250479257355083,4.58768538602487,-19.84758148025962,5.668984007017345,-21.74714026580298,5.480344023269266,-17.397804466861654,5.960519150374122,-14.038879945692727,4.4648969103095455,-18.702703903780318,4.238781359840749,-15.798526941282645,3.5780685735079123,-13.612926003701004,2.9311718228299384,-11.686287029390472,2.986026033796165
Pathology,-726.9736971045702,15.413617331156635,185.49324726614785,16.626349865632488,-32.516535379864365,8.388952624984194,10.457496307201994,4.239874451118426,-29.630905030861634,6.776163149310555,22.84802351499413,9.168410284016547,-29.307573539710127,9.504601245637936,-17.572101543600517,6.770721352286584,-23.658427583889406,6.332308622767738,-13.211899255180297,4.444990740852998,-3.604872452349316,3.180466704596082,-15.678080061645145,3.639852569763263,-10.518758769312317,3.0398321783643993,-14.07768279827391,3.2384101632633113,-2.1341199036751264,3.573920845595196,-12.334816401877998,3.6002848989845844,-9.827087291843675,3.8393649690940648,-10.753476947593995,3.168362563844075,-5.4584184764894506,2.7110394744260153,-7.070047238145019,2.4672769698146664
Normal,-612.437719596831,94.24362931553132,198.4783718327561,46.488739610930345,-72.09846565524681,54.51551382858929,-68.9308769134967,39.35422168174429,-24.02555388944478,8.014954259306185,9.293143739612079,11.986716937748907,-4.230730547520061,9.857408061953764,-7.608936570214497,5.581854926221012,-12.449207446629725,4.246655358414863,-16.001071420615375,4.994420581911216,2.4277347696008147,3.669087056963376,-5.982915115214637,3.96903081422757,-12.000085092856134,2.784578335880286,-13.94632946435647,3.7110202695260726,-8.110791559759802,3.056160154283179,-6.457624764197656,2.0560491824084655,-13.99003342626665,2.808680428319785,-11.078474923428901,2.3631619053066975,-8.653582727555523,2.3772693706035297,-5.598287542943559,2.714562423070473
Pathology,-600.7038166314142,25.35891946253312,232.02444328306882,14.430285986333027,-33.262700304675,15.599334266873491,-20.737244210830468,13.284017525428519,4.341467657364945,8.694713367758226,4.734146899585003,11.361187052821837,-32.83863322937039,5.93624088054907,-30.400402276054994,8.009811752276155,-20.65122937106714,6.668025129811621,-24.089861151875205,4.933699502549289,-11.92095937712596,2.378404494313003,-21.48431884582809,3.095692919932024,-17.23728438593563,3.216365290190407,-11.359237922352463,2.785412504454249,-10.764783322041938,3.06286313809578,-11.991154785476956,2.470569354027057,-10.755008832008839,2.9129602259055893,-5.8300569369490445,2.8121399412123247,-10.581789466931905,2.722989380917692,-7.978955014737323,3.597652675167766
Pathology,-619.9278868945875,54.97977313625762,219.88520641530818,30.277689745690022,-25.97976492201693,26.86357683956958,-17.59585538542871,20.398371244199407,-0.5023774540785322,8.446229324860566,7.628303337210871,11.889937714656847,-12.03263001469424,9.164578038526484,-5.872932633671642,3.9059385220447123,-4.906905849045275,5.225292735077932,-14.7118069007748,4.757258433044727,-6.3770546793079,5.314331245278021,-15.889317387918641,6.2556560870844,-12.957479106905641,3.4847065724665622,-13.053471640893834,3.1224054382304876,-16.475320905335103,5.778138841335307,-17.62325889964433,3.9117893543744957,-18.584590318244654,3.098915930174575,-13.686634612343978,3.369090394163941,-13.699718376413186,3.007298143613291,-11.787762977836438,2.4725538972210783
Pathology,-566.8622975943616,47.0155432026439,229.3522181799233,27.3805476295073,-32.045277356555154,19.501856553757253,-39.77388155339464,15.060639914611206,18.011586887197804,16.009674714326177,6.028221157503189,12.799682598188838,-22.773112301230125,12.444442516184175,-18.346387396459654,7.6582949924324994,-11.190198101895664,7.01162162772263,-13.313217398777985,5.359648489380749,-3.159776353366692,6.1192622298745025,-2.549150924675328,8.348167049747772,-9.202961540806024,7.411043675339994,-11.740205471095065,4.934287966295289,-15.041420452472297,5.721280683631027,-15.294406537917773,5.722038649267535,-17.110880930830366,5.771750289653499,-19.532682265068384,6.307571939895863,-18.586388274212,5.648008947661446,-14.93501611028687,4.109568564716829
Pathology,-600.6625044894554,24.506273016875333,237.76773059832985,21.40304541703337,-63.45348748604025,11.750027816615088,-29.54749424194889,8.671787382882185,-25.935082002808592,6.088300063935213,-9.99930827636578,11.887429862018763,-32.637937117758185,12.420834304185394,-13.55234892702494,9.116259784900029,-21.879638333273277,7.311146916526337,-23.054310290278806,4.61818316720036,2.215500889661794,3.95864637104946,-12.95202105032504,4.510860012336114,-14.619025088091966,2.720779552692763,-14.547106201145644,3.6213491715022874,-5.280563073881362,3.6175206024093405,-9.151716648512954,3.502464650553076,-9.331176412406354,3.9236571388314423,-6.4574097449316215,2.9701201186581185,-7.064250137388226,3.724204728026127,-5.744766807682411,3.5870294285446906
Pathology,-635.9663576501381,58.04478345537678,209.24400972051455,28.030068289384065,-79.6996974382653,33.22361159515116,-40.023530256104564,25.43370609859398,-19.67424510116671,11.676831170711472,20.332549335329976,8.93695081232985,-19.361109820184232,7.564681774439692,-9.476377790087644,9.369381139255763,-12.29075063656448,4.16123778647703,-17.650281438414424,3.3885394581414574,0.7675242234432064,3.6265015044223565,-7.883591602665034,3.101718148400559,-8.861559162836684,3.9618482169963833,-18.976015117288725,3.3684582934069107,-7.911442370734559,3.9763477024733827,-11.043666896751555,3.4664140117019797,-15.640972563254424,3.8442315269717624,-14.051932913242878,2.262868019647084,-12.146272587724338,3.191558289185544,-10.434234103756378,2.6689574847646607
Pathology,-548.491153347953,60.47693149558786,248.1147528952282,30.98336918619016,-87.24694874790325,33.946422413307474,-45.56975730056372,20.257956946793982,-10.608230181440778,11.094826408550885,-7.841992730082578,12.667248557536714,-26.730351871067572,10.989703250321222,-3.93610305852615,8.681987136127924,-6.4973676546351395,10.496278920383737,-21.826755101807972,6.535999668554239,-8.438215013657445,6.724394419145928,-14.979336736921075,5.234706303351627,-11.600901685665603,3.9252049061904914,-16.863638547134435,4.789968145127861,-13.287855164715669,3.974274894447697,-10.465276921461951,3.62946774859838,-13.241825623730582,3.8567580434010873,-9.987253177536871,3.2855488496956755,-10.175798640462334,2.8871874039902305,-7.808689756902313,3.583230798605225
