filename,label,label_text,source,modality,original_filename
train/MIX_segmented/H0090_seg_4.wav,1,Pathology,MIX,HS,MIX/H0090.wav
train/MIX_segmented/H0090_seg_5.wav,1,Pathology,MIX,HS,MIX/H0090.wav
train/MIX_segmented/H0090_seg_6.wav,1,Pathology,MIX,HS,MIX/H0090.wav
train/MIX_segmented/L0086_seg_0.wav,1,Pathology,MIX,LS,MIX/L0086.wav
train/MIX_segmented/L0086_seg_1.wav,1,Pathology,MIX,LS,MIX/L0086.wav
train/MIX_segmented/L0086_seg_2.wav,1,Pathology,MIX,LS,MIX/L0086.wav
train/MIX_segmented/L0086_seg_3.wav,1,Pathology,MIX,LS,MIX/L0086.wav
train/MIX_segmented/L0086_seg_4.wav,1,Pathology,MIX,LS,MIX/L0086.wav
train/MIX_segmented/L0086_seg_5.wav,1,Pathology,MIX,LS,MIX/L0086.wav
train/MIX_segmented/L0086_seg_6.wav,1,Pathology,MIX,LS,MIX/L0086.wav
train/LS_segmented/F_N_RLA_seg_0.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_1.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_2.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_3.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_4.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_5.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_6.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_7.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_8.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_9.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_10.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_11.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_12.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_13.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_14.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_15.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_16.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_17.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_18.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_19.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_20.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_21.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_22.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_23.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_24.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_25.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/LS_segmented/F_N_RLA_seg_26.wav,0,Normal,LS,LS,LS/F_N_RLA.wav
train/HS_segmented/F_ESM_RUSB_seg_0.wav,1,Pathology,HS,HS,HS/F_ESM_RUSB.wav
train/HS_segmented/F_ESM_RUSB_seg_1.wav,1,Pathology,HS,HS,HS/F_ESM_RUSB.wav
train/HS_segmented/F_ESM_RUSB_seg_2.wav,1,Pathology,HS,HS,HS/F_ESM_RUSB.wav
train/HS_segmented/F_ESM_RUSB_seg_3.wav,1,Pathology,HS,HS,HS/F_ESM_RUSB.wav
train/HS_segmented/F_ESM_RUSB_seg_4.wav,1,Pathology,HS,HS,HS/F_ESM_RUSB.wav
train/HS_segmented/F_ESM_RUSB_seg_5.wav,1,Pathology,HS,HS,HS/F_ESM_RUSB.wav
train/HS_segmented/F_ESM_RUSB_seg_6.wav,1,Pathology,HS,HS,HS/F_ESM_RUSB.wav
train/MIX_segmented/H0013_seg_0.wav,1,Pathology,MIX,HS,MIX/H0013.wav
train/MIX_segmented/H0013_seg_1.wav,1,Pathology,MIX,HS,MIX/H0013.wav
train/MIX_segmented/H0013_seg_2.wav,1,Pathology,MIX,HS,MIX/H0013.wav
train/MIX_segmented/H0013_seg_3.wav,1,Pathology,MIX,HS,MIX/H0013.wav
train/MIX_segmented/H0013_seg_4.wav,1,Pathology,MIX,HS,MIX/H0013.wav
train/MIX_segmented/H0013_seg_5.wav,1,Pathology,MIX,HS,MIX/H0013.wav
train/MIX_segmented/H0013_seg_6.wav,1,Pathology,MIX,HS,MIX/H0013.wav
train/MIX_segmented/L0066_seg_0.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_1.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_2.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_3.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_4.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_5.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_6.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_7.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_8.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_9.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_10.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_11.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_12.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_13.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_14.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_15.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_16.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_17.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_18.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_19.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_20.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_21.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_22.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_23.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_24.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_25.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/MIX_segmented/L0066_seg_26.wav,0,Normal,MIX,LS,MIX/L0066.wav
train/HS_segmented/F_N_RC_seg_0.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_1.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_2.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_3.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_4.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_5.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_6.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_7.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_8.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_9.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_10.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_11.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_12.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_13.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_14.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_15.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_16.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_17.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_18.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_19.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_20.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_21.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_22.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_23.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_24.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_25.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/HS_segmented/F_N_RC_seg_26.wav,0,Normal,HS,HS,HS/F_N_RC.wav
train/MIX_segmented/H0048_seg_0.wav,1,Pathology,MIX,HS,MIX/H0048.wav
train/MIX_segmented/H0048_seg_1.wav,1,Pathology,MIX,HS,MIX/H0048.wav
train/MIX_segmented/H0048_seg_2.wav,1,Pathology,MIX,HS,MIX/H0048.wav
train/MIX_segmented/H0048_seg_3.wav,1,Pathology,MIX,HS,MIX/H0048.wav
train/MIX_segmented/H0048_seg_4.wav,1,Pathology,MIX,HS,MIX/H0048.wav
train/MIX_segmented/H0048_seg_5.wav,1,Pathology,MIX,HS,MIX/H0048.wav
train/MIX_segmented/H0048_seg_6.wav,1,Pathology,MIX,HS,MIX/H0048.wav
train/MIX_segmented/L0134_seg_0.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_1.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_2.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_3.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_4.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_5.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_6.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_7.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_8.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_9.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_10.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_11.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_12.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_13.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_14.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_15.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_16.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_17.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_18.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_19.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_20.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_21.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_22.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_23.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_24.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_25.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0134_seg_26.wav,0,Normal,MIX,LS,MIX/L0134.wav
train/MIX_segmented/L0041_seg_0.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_1.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_2.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_3.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_4.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_5.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_6.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_7.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_8.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_9.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_10.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_11.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_12.wav,0,Normal,MIX,LS,MIX/L0041.wav
train/MIX_segmented/L0041_seg_13.wav,0,Normal,MIX,LS,MIX/L0041.wav
